ticker,entry,exit,shares,opened,closed,reason,pnl,ret
WWD,84.87,122.35,6,2020-11-02,2021-01-21,trail,222.87999999999994,0.44161659007894416
GUSH,10.0074997,12.625,64,2020-12-23,2021-01-21,trail,167.52001919999998,0.26155387244228434
COPX,21.26,31.8,27,2020-10-14,2021-01-25,trail,284.58,0.49576669802445905
LPLA,82.78,111.62,6,2020-11-03,2021-01-26,trail,171.04000000000002,0.3483933317226384
NKE,144.020004,135.10001,4,2020-12-21,2021-01-26,thesis,-37.67997600000001,-0.06193579886305245
FOXA,30.6,34.38,20,2020-12-02,2021-01-27,trail,73.60000000000002,0.12352941176470589
EWY,80.83,90.83,7,2020-12-23,2021-01-27,trail,70.0,0.12371644191513043
TEAM,233.87,217.3,2,2020-12-31,2021-01-27,thesis,-35.139999999999986,-0.07085132766066615
TNA,36.72,78.8,15,2020-11-03,2021-01-28,trail,631.1999999999999,1.1459694989106755
BYDDY,8.775,10.43333,70,2020-11-23,2021-01-28,trail,114.08309999999996,0.18898347578347563
BCS,7.74,7.54,80,2020-12-15,2021-01-28,thesis,-18.000000000000014,-0.025839793281653756
DFEN,16.85,14.68,38,2021-01-12,2021-01-28,thesis,-82.46000000000006,-0.12878338278931756
TXT,49.96,45.26,13,2021-01-25,2021-01-29,thesis,-63.10000000000004,-0.09407526020816659
GPC,102.22,94.69,6,2021-01-21,2021-02-01,thesis,-47.18000000000001,-0.07366464488358448
SLV,24.01,24.54,27,2021-01-20,2021-02-02,trail,14.309999999999935,0.02207413577675954
QLYS,131.42,103.54,5,2021-01-25,2021-02-12,thesis,-141.39999999999992,-0.21214427027849625
CVS,74.23,70.48,9,2021-01-26,2021-02-22,thesis,-35.75,-0.050518658224437574
SOXL,37.348,40.80667,19,2021-02-01,2021-02-22,trail,65.71472999999996,0.09260656527792643
TSM,125.83,129.10001,5,2021-01-28,2021-02-23,trail,14.350049999999996,0.025987522848287314
PODD,275.029999,262.35999,2,2021-01-28,2021-02-24,thesis,-27.340017999999986,-0.046067734596472176
URA,15.66,17.5,42,2021-01-20,2021-02-26,trail,77.28,0.11749680715197952
AMZN,161.881,154.6465,4,2021-01-28,2021-02-26,thesis,-30.937999999999988,-0.0446902354198454
FAS,63.45,77.82,11,2021-02-02,2021-02-26,trail,158.06999999999988,0.22647754137115816
CAT,163.27,214.91,3,2020-11-02,2021-03-03,timeout,152.91999999999996,0.31628590678018
EWY,92.13,87.55,8,2021-01-28,2021-03-04,thesis,-36.639999999999986,-0.04971236296537496
COPX,31.51,35.36,23,2021-02-01,2021-03-04,trail,88.54999999999995,0.12218343383052988
TECL,42.011002,38.27,17,2021-02-01,2021-03-05,thesis,-63.59703399999991,-0.08904814981561249
TSM,132.3,120.8,5,2021-02-24,2021-03-05,thesis,-59.50000000000007,-0.08692365835222993
MSFT,216.55,235.75,2,2020-11-11,2021-03-12,timeout,36.39999999999998,0.08866312629877626
TECL,41.040001,40.2,18,2021-03-11,2021-03-12,thesis,-15.120017999999888,-0.020467860125051973
TEAM,251.5,234.0,2,2021-03-01,2021-03-17,thesis,-37.0,-0.06958250497017893
ERX,17.18,23.79,40,2021-01-25,2021-03-18,trail,264.4,0.3847497089639116
GUSH,12.6325,17.695,55,2021-01-25,2021-03-18,trail,278.4375,0.400752028497922
TNA,96.11,95.86,7,2021-02-22,2021-03-18,trail,-1.75,-0.0026011861408802295
NAIL,62.040001,66.12,11,2021-02-24,2021-03-18,trail,44.87998900000009,0.06576400603217292
MSFT,235.75,230.72,3,2021-03-12,2021-03-18,thesis,-17.090000000000003,-0.021336161187698877
TECL,41.49,38.81,18,2021-03-15,2021-03-18,thesis,-48.239999999999995,-0.06459387804290184
KRC,58.37,65.51,12,2021-01-26,2021-03-22,trail,83.68000000000009,0.12232311118725381
CB,167.36,157.050003,4,2021-03-01,2021-03-22,thesis,-43.23998800000004,-0.06160371056405356
DFEN,18.47,19.1,40,2021-03-01,2021-03-23,trail,25.200000000000102,0.034109366540335806
URA,17.87,18.61,41,2021-03-05,2021-03-23,trail,30.339999999999936,0.04141018466703961
FOXA,31.88,40.12,23,2021-02-01,2021-03-24,trail,187.51999999999995,0.25846925972396484
GUSH,18.5575,16.96,42,2021-03-26,2021-04-08,thesis,-67.095,-0.08608379361444163
ERX,25.040001,22.31,31,2021-03-26,2021-04-21,thesis,-84.63003100000005,-0.1090255946874763
HII,178.41,203.89,4,2021-03-01,2021-04-22,trail,99.91999999999996,0.1428171066644246
BA,247.19,234.33,3,2021-03-25,2021-04-22,thesis,-40.579999999999956,-0.052024758283102046
LVS,61.85,59.76,12,2021-04-01,2021-04-23,thesis,-27.08000000000004,-0.03379143088116421
KMB,137.23,129.45,5,2021-04-12,2021-04-27,thesis,-40.900000000000006,-0.05669314289878302
BCS,8.97,9.67,81,2021-02-23,2021-05-03,thesis,54.699999999999946,0.07803790412486067
NHI,73.27,71.019997,10,2021-03-23,2021-05-06,thesis,-24.500029999999924,-0.030708379964514698
EPAM,342.37,460.01001,1,2021-01-08,2021-05-10,timeout,115.64001000000002,0.34360490113035613
SOXL,40.75,31.93,19,2021-04-21,2021-05-10,thesis,-167.58,-0.21644171779141108
LPLA,114.38,148.32001,6,2021-02-02,2021-05-11,trail,201.64006,0.29673028501486276
ETN,121.54,143.69,6,2021-02-01,2021-05-12,trail,130.89999999999995,0.1822445285502714
TNA,93.07,82.080002,8,2021-04-01,2021-05-13,thesis,-87.919984,-0.11808314172128509
EWY,92.84,89.22,8,2021-04-23,2021-05-13,thesis,-28.960000000000036,-0.038991813873330505
SBUX,114.63,110.98,6,2021-04-29,2021-05-17,thesis,-23.89999999999995,-0.031841577248538755
GLW,41.59,43.38,17,2021-03-15,2021-05-18,thesis,28.429999999999986,0.04303919211348872
COPX,36.4,40.69,20,2021-03-10,2021-05-19,trail,85.79999999999998,0.11785714285714288
HD,289.10001,313.23001,2,2021-03-19,2021-06-02,thesis,46.25999999999999,0.08346592585728385
AON,233.78999,251.020004,3,2021-04-27,2021-06-04,trail,49.690042000000034,0.07369868145338487
LPLA,149.97,141.78,5,2021-05-14,2021-06-07,thesis,-42.94999999999999,-0.05461092218443686
CVS,73.21,84.95,10,2021-03-24,2021-06-09,trail,115.40000000000009,0.16036060647452555
PJT,73.37769,65.64259,10,2021-04-27,2021-06-09,thesis,-79.35100000000003,-0.10541487473917488
ODFL,131.985,124.885,5,2021-05-13,2021-06-09,thesis,-37.50000000000004,-0.0537939917414858
CAT,221.23,219.0099945,3,2021-03-24,2021-06-14,thesis,-8.660016499999955,-0.010034830267142691
PG,135.85001,134.64999,5,2021-06-03,2021-06-15,thesis,-8.000099999999975,-0.008833418562133266
MMM,166.061874,163.16054,4,2021-05-03,2021-06-17,thesis,-13.605335999999966,-0.017471403460134316
CB,168.78999,156.0099945,4,2021-05-13,2021-06-18,thesis,-53.119981999999936,-0.0757153638080077
SLV,26.19,23.88,30,2021-05-17,2021-06-18,thesis,-69.30000000000007,-0.08820160366552132
NUGT,75.87,58.66,10,2021-06-04,2021-06-18,thesis,-172.10000000000008,-0.22683537630156858
JNUG,108.4,85.14,7,2021-06-07,2021-06-18,thesis,-162.82000000000005,-0.2145756457564576
SJM,127.089996,131.12,6,2021-04-05,2021-06-21,thesis,22.18002400000003,0.03170984441607816
HII,218.31,211.60001,3,2021-05-06,2021-06-22,thesis,-22.129970000000014,-0.030736063396088142
FAS,111.87,109.17,6,2021-06-25,2021-06-28,thesis,-16.200000000000017,-0.024135156878519748
GPC,127.65,125.51,6,2021-06-25,2021-06-28,thesis,-14.840000000000003,-0.01676459067763414
URA,22.53,21.08,35,2021-06-15,2021-06-29,thesis,-50.7500000000001,-0.06435863293386612
GUSH,23.4775,23.1575,32,2021-06-21,2021-06-29,trail,-10.240000000000009,-0.013630071344904682
USO,43.07,49.9,17,2021-03-04,2021-07-06,timeout,116.10999999999997,0.15857905734850242
KRC,66.18,68.6,11,2021-03-25,2021-07-07,thesis,24.619999999999862,0.03656693865216054
BA,246.53999,236.77,3,2021-06-15,2021-07-08,thesis,-31.309969999999936,-0.039628418902750706
ERX,28.69,27.07,26,2021-06-21,2021-07-09,thesis,-42.120000000000026,-0.05646566747995818
DFEN,25.39,23.21,30,2021-06-21,2021-07-13,thesis,-65.39999999999999,-0.08586057502953914
FRT,104.33,112.24,7,2021-03-26,2021-07-19,thesis,53.369999999999976,0.07581711875778785
FAS,111.96,101.62,6,2021-07-01,2021-07-20,thesis,-62.039999999999935,-0.09235441229010355
USO,49.52,46.51,15,2021-07-08,2021-07-20,thesis,-45.15000000000008,-0.06078352180937008
SOXL,41.77,38.34,18,2021-07-09,2021-07-20,thesis,-61.739999999999995,-0.0821163514484079
AMZN,170.7625,166.57401,4,2021-06-16,2021-08-02,thesis,-18.753960000000006,-0.02452816045677475
SBUX,111.85,119.13,6,2021-06-22,2021-08-03,trail,41.68000000000001,0.06508717031738942
KMB,135.66,133.41,5,2021-07-23,2021-08-05,thesis,-13.25,-0.016585581601061494
UNG,42.16,54.84,18,2021-05-25,2021-08-12,trail,228.24000000000012,0.3007590132827327
USO,49.17,43.43,15,2021-07-22,2021-08-20,thesis,-86.10000000000002,-0.11673784828147249
TZA,324.89999,289.29999,2,2021-07-22,2021-08-30,thesis,-71.20000000000005,-0.10957217942665998
KO,56.5,55.67,13,2021-08-05,2021-09-07,thesis,-12.789999999999978,-0.014690265486725584
FAS,116.85,119.45,6,2021-08-20,2021-09-07,trail,15.600000000000051,0.02225074882327771
PAYX,110.46,112.089996,6,2021-07-20,2021-09-08,thesis,7.779976000000033,0.01475643671917437
NKE,169.72,160.71001,4,2021-08-23,2021-09-08,thesis,-38.03995999999995,-0.05308737921282103
EPAM,454.089996,626.89001,1,2021-05-11,2021-09-09,timeout,170.80001399999998,0.3805413365680048
MSFT,250.78,297.25,3,2021-05-24,2021-09-09,trail,137.41,0.1853018582024084
KO,56.42,55.86,13,2021-09-08,2021-09-09,thesis,-9.28000000000003,-0.00992555831265518
ROP,437.44,471.87,1,2021-05-13,2021-09-13,thesis,32.43000000000001,0.07870793708851509
BRO,52.15,57.45,15,2021-05-13,2021-09-13,timeout,77.50000000000006,0.1016299137104506
SBUX,117.49,114.67,6,2021-08-31,2021-09-16,thesis,-18.91999999999996,-0.02400204272704054
UNG,55.4,69.0,13,2021-08-16,2021-09-20,trail,176.8,0.24548736462093856
BYDDY,11.051667,10.13,69,2021-08-18,2021-09-20,thesis,-65.59502299999996,-0.08339619715288193
SOXL,43.69,43.3,17,2021-08-23,2021-09-20,trail,-6.63000000000001,-0.008926527809567375
TECL,58.5,60.52,12,2021-07-20,2021-09-21,thesis,24.240000000000038,0.034529914529914496
BCS,10.05,9.66,76,2021-08-18,2021-09-21,thesis,-31.640000000000043,-0.0388059701492538
CB,170.35001,177.49001,4,2021-08-02,2021-09-23,thesis,26.56000000000006,0.04191370461322563
KMB,141.49001,133.58,5,2021-09-08,2021-09-23,thesis,-41.55005,-0.0559050776800426
TMF,258.70001,274.70001,3,2021-06-17,2021-09-27,thesis,48.0,0.06184769764794362
EPAM,622.71002,597.63,1,2021-09-14,2021-09-27,thesis,-27.08001999999999,-0.040275600511454734
TECL,65.59,58.12,11,2021-09-23,2021-09-28,thesis,-82.17000000000007,-0.1138893123951823
PG,142.23,142.020004,5,2021-07-30,2021-09-29,thesis,-3.049979999999948,-0.0014764536314419985
BRO,57.48,56.23,13,2021-09-15,2021-09-29,thesis,-18.25,-0.021746694502435604
MSFT,298.57999,284.0,2,2021-09-22,2021-09-29,thesis,-31.15998000000002,-0.048831102178012675
FAS,120.32,115.6,6,2021-09-23,2021-09-30,thesis,-28.319999999999993,-0.03922872340425532
TXT,71.26,69.81,11,2021-09-23,2021-09-30,thesis,-17.95000000000003,-0.02034802133033964
ODFL,145.39,141.67999,5,2021-09-15,2021-10-04,thesis,-20.550049999999914,-0.025517642203727764
AMZN,174.412,161.050003,4,2021-09-16,2021-10-05,thesis,-55.44798800000001,-0.07661168382909433
UNG,70.52,77.52,11,2021-09-23,2021-10-08,trail,77.0,0.09926262053318213
PG,142.32001,141.73,5,2021-10-07,2021-10-08,thesis,-4.950050000000033,-0.004145657381558698
ODFL,146.42,142.38499,5,2021-10-06,2021-10-13,thesis,-22.17505,-0.027557778991941007
MCD,234.27,236.42,3,2021-07-20,2021-10-26,thesis,4.449999999999932,0.009177444828616377
URA,24.36,26.86,32,2021-09-27,2021-10-29,trail,80.0,0.10262725779967163
UNG,78.24,66.24,9,2021-10-13,2021-11-09,thesis,-108.0,-0.15337423312883436
AON,291.25,294.82999,2,2021-09-29,2021-11-18,thesis,5.159980000000019,0.012291811158798405
TEAM,387.60001,429.85999,2,2021-09-29,2021-11-19,trail,82.51995999999997,0.10902987334804237
USB,60.58,57.59,12,2021-10-18,2021-11-19,thesis,-37.87999999999994,-0.04935622317596555
DPST,515.099976,562.70001,1,2021-10-28,2021-11-19,trail,47.60003400000005,0.09240931123631047
QLYS,114.14,131.95,6,2021-10-13,2021-11-22,trail,104.85999999999993,0.15603644646924808
FOXA,41.6,38.74,18,2021-11-02,2021-11-22,thesis,-53.47999999999999,-0.06874999999999998
PODD,291.63,297.56,2,2021-10-06,2021-11-24,thesis,9.860000000000014,0.020333984843808883
USB,60.07,59.84,13,2021-11-23,2021-11-24,thesis,-4.989999999999959,-0.003828866322623581
FRT,120.9,124.95,6,2021-09-13,2021-11-26,trail,22.299999999999983,0.03349875930521096
USO,56.2,49.63,13,2021-11-23,2021-11-26,thesis,-85.41,-0.11690391459074734
GUSH,27.0,23.125,29,2021-11-24,2021-11-26,thesis,-112.375,-0.1435185185185185
PJT,82.99,78.4,9,2021-11-01,2021-11-29,thesis,-43.3099999999999,-0.0553078684178816
URA,27.67,26.4,28,2021-11-01,2021-11-29,thesis,-35.56000000000009,-0.045898084568124387
JNUG,68.11,65.95,11,2021-11-01,2021-11-29,thesis,-23.759999999999962,-0.031713404786374966
LPLA,170.089996,162.61,4,2021-11-02,2021-11-29,thesis,-31.919984,-0.04397669572524421
DPST,582.90002,518.20001,1,2021-11-22,2021-11-29,thesis,-64.70001000000002,-0.11099675378292151
FAS,144.13,131.46001,5,2021-11-23,2021-11-29,thesis,-63.34994999999992,-0.08790668146811897
VRSK,196.39,219.64,3,2021-08-20,2021-12-01,trail,67.75,0.11838688324252766
DXCM,137.012497,140.054993,5,2021-10-13,2021-12-02,thesis,13.21248,0.022205974393707972
TXT,73.8,73.13,10,2021-12-06,2021-12-13,thesis,-8.700000000000017,-0.009078590785907892
SOXL,62.6,62.34,12,2021-12-06,2021-12-13,trail,-3.119999999999976,-0.0041533546325878135
HD,329.23999,402.20001,2,2021-08-20,2021-12-14,trail,143.92004000000009,0.22160133099262946
ODFL,147.78999,176.039993,5,2021-10-14,2021-12-14,trail,139.2500150000001,0.19114963740101754
NKE,169.87,165.39999,4,2021-11-29,2021-12-14,thesis,-19.880040000000008,-0.026314299169953537
TECL,79.010002,80.22,9,2021-12-02,2021-12-14,trail,10.88998199999999,0.015314491448816803
ETN,169.83,164.84,4,2021-12-06,2021-12-14,thesis,-21.960000000000036,-0.02938232349997061
MSFT,293.10999,323.79999,2,2021-10-06,2021-12-17,thesis,59.379999999999995,0.10470472193731784
AMZN,184.80299,170.017502,4,2021-11-18,2021-12-17,thesis,-61.14195199999995,-0.08000675746642405
GLD,173.14999,167.089996,4,2021-11-10,2021-12-20,thesis,-24.239975999999956,-0.03499852353442234
TSM,119.28,114.94,6,2021-11-29,2021-12-20,thesis,-28.04000000000002,-0.03638497652582162
SJM,126.44,131.89,6,2021-11-22,2021-12-21,trail,30.699999999999932,0.04310344827586188
TMF,319.89999,256.79999,2,2021-12-03,2022-01-04,thesis,-126.20000000000005,-0.19724914652232417
BRO,57.6,67.45,13,2021-10-01,2022-01-05,trail,126.05000000000001,0.17100694444444442
QLYS,133.5,127.14,5,2021-11-24,2022-01-06,thesis,-33.8,-0.047640449438202226
VRSK,225.87,212.67,3,2021-12-02,2022-01-06,thesis,-41.60000000000005,-0.05844069597556123
PAYX,124.4,128.84,6,2021-12-13,2022-01-07,trail,24.639999999999986,0.03569131832797434
MCD,242.73,264.41,3,2021-10-27,2022-01-10,trail,63.040000000000106,0.0893173484942118
NAIL,112.040001,92.62,6,2021-12-22,2022-01-10,thesis,-116.520006,-0.1733309606093274
HD,407.81,366.72,1,2021-12-15,2022-01-18,thesis,-43.089999999999975,-0.10075770579436494
FRT,127.38,123.4,6,2021-12-02,2022-01-20,thesis,-25.87999999999994,-0.03124509342125914
CVS,92.65,102.39,8,2021-12-06,2022-01-20,trail,75.91999999999996,0.10512682137075013
TSM,128.8,124.53,6,2022-01-03,2022-01-21,trail,-27.62000000000006,-0.03315217391304359
TZA,287.60001,353.60001,2,2022-01-05,2022-01-24,trail,132.0,0.22948538840454136
FAS,144.050003,120.87,5,2022-01-04,2022-01-25,thesis,-115.900015,-0.16091636596494896
WEC,96.98,94.11,8,2021-12-15,2022-01-26,thesis,-24.960000000000036,-0.029593730666116813
BA,223.89999,200.24001,3,2022-01-13,2022-01-31,thesis,-72.97993999999997,-0.10567209047217907
CAT,218.080002,200.59,3,2022-01-04,2022-02-03,thesis,-54.47000600000001,-0.0801999350678656
HII,194.67,184.020004,3,2022-01-25,2022-02-07,thesis,-33.94998799999996,-0.054707946781733074
GUSH,26.61,27.15,28,2022-01-25,2022-02-08,trail,15.119999999999976,0.02029312288613294
MCD,259.45001,256.87,2,2022-01-31,2022-02-10,thesis,-7.160020000000031,-0.009944150705563759
PG,147.25999,156.74001,5,2021-12-02,2022-02-14,thesis,45.40010000000012,0.06437607390846645
SJM,133.14,136.089996,5,2021-12-22,2022-02-15,thesis,12.749980000000136,0.02215709779179842
FOXA,39.09,40.97,19,2022-01-24,2022-02-23,trail,33.719999999999914,0.04809414172422599
TZA,350.89999,358.89999,2,2022-02-02,2022-02-24,trail,16.0,0.02279851874603933
SJM,138.33,133.77,5,2022-02-17,2022-02-24,thesis,-24.80000000000001,-0.03296464975059643
SPXS,192.89999,201.39999,3,2022-02-03,2022-02-25,trail,25.5,0.044064284295711964
DPST,620.70001,461.0,1,2022-01-06,2022-03-01,thesis,-159.70001000000002,-0.2572901682408544
CVS,103.51,102.050003,7,2022-01-24,2022-03-01,thesis,-12.21997900000001,-0.014104888416578087
USB,59.77,56.23,12,2022-02-02,2022-03-02,thesis,-44.480000000000075,-0.05922703697507126
LVS,44.4,42.37,17,2022-03-02,2022-03-03,thesis,-36.51000000000002,-0.04572072072072075
LPLA,177.41,145.28,4,2022-01-07,2022-03-08,thesis,-130.51999999999998,-0.18110591285722333
BRO,66.67,63.54,11,2022-02-01,2022-03-09,thesis,-36.43000000000003,-0.04694765261736922
FOXA,41.77,39.78,18,2022-02-25,2022-03-15,thesis,-37.820000000000036,-0.047641848216423366
SPXS,203.3,199.89999,3,2022-03-03,2022-03-16,trail,-10.200030000000027,-0.016724102311854394
TZA,349.89999,311.10001,2,2022-03-01,2022-03-21,thesis,-77.59996000000001,-0.11088877138864739
JNUG,73.78,75.029999,10,2022-03-15,2022-03-28,trail,12.499990000000025,0.01694224722146931
CVS,106.61,103.68,6,2022-04-08,2022-04-14,thesis,-19.579999999999956,-0.027483350529968975
UNG,65.28,96.0,11,2022-03-10,2022-04-20,trail,337.91999999999996,0.47058823529411753
NUGT,65.94,69.41,11,2022-03-16,2022-04-21,trail,38.16999999999999,0.05262359720958454
JNUG,77.019997,78.050003,9,2022-03-29,2022-04-21,trail,9.270054000000002,0.013373228253955816
WWD,120.7,118.24,6,2022-04-19,2022-04-21,thesis,-16.760000000000048,-0.020381110190555107
CB,204.91,203.39999,3,2022-02-16,2022-04-26,thesis,-6.530029999999982,-0.007369137670196646
SLV,23.64,21.65,31,2022-03-04,2022-04-26,thesis,-61.69000000000006,-0.08417935702199675
GLD,180.67,177.32001,4,2022-03-21,2022-04-26,thesis,-13.399959999999965,-0.018542037969779157
AMZN,158.11549,138.16701,4,2022-04-19,2022-04-27,thesis,-81.79391999999996,-0.12616398304808718
DXCM,122.9475,103.3075,6,2022-04-19,2022-04-28,thesis,-119.84,-0.15974297972711926
BRO,71.059998,65.77,10,2022-04-20,2022-04-28,thesis,-54.89997999999997,-0.07444410566969051
HII,200.67,212.74001,3,2022-03-21,2022-04-29,trail,34.210030000000074,0.06014855234962879
KRC,74.82,69.25,9,2022-03-18,2022-05-02,thesis,-52.12999999999994,-0.07444533547179888
ROP,485.26999,459.28,1,2022-04-07,2022-05-02,thesis,-27.989990000000034,-0.05355779367275526
VRSK,215.33,200.12,3,2022-04-19,2022-05-03,thesis,-47.630000000000024,-0.0706357683555473
PAYX,132.53,124.59,5,2022-03-29,2022-05-05,thesis,-41.69999999999999,-0.05991096355542136
QLYS,137.56,130.84,5,2022-04-07,2022-05-05,thesis,-35.599999999999994,-0.04885141029369
CAT,222.59,214.64999,3,2022-05-04,2022-05-06,thesis,-25.820030000000003,-0.03567100947931179
ERX,43.99,53.8,17,2022-02-18,2022-05-09,thesis,166.76999999999992,0.22300522846101378
LPLA,194.98,167.48,3,2022-04-08,2022-05-09,thesis,-84.5,-0.1410401066776079
GUSH,43.55,36.35,16,2022-05-03,2022-05-09,thesis,-115.19999999999993,-0.1653272101033294
SPXS,219.8,225.8,3,2022-05-05,2022-05-17,trail,18.0,0.02729754322111
HII,214.75999,202.84,3,2022-05-03,2022-05-18,thesis,-37.75996999999995,-0.05550377423653252
SJM,141.029999,126.36,5,2022-04-28,2022-05-19,thesis,-75.34999500000002,-0.10402041483386815
KO,65.029999,60.0,11,2022-05-04,2022-05-19,thesis,-57.32998900000004,-0.07734890169689224
KO,64.019997,63.38,11,2022-05-24,2022-05-31,thesis,-9.039967000000011,-0.009996829584356326
TZA,446.29999,360.39999,1,2022-05-20,2022-06-08,thesis,-85.89999999999998,-0.19247143608495254
PJT,66.49,72.17,11,2022-05-05,2022-06-10,trail,60.480000000000075,0.08542637990675295
WEC,102.63,95.58,7,2022-04-26,2022-06-13,thesis,-51.34999999999998,-0.06869336451330021
USO,73.68,83.34,10,2022-03-17,2022-06-17,trail,96.59999999999997,0.13110749185667747
UNG,121.48,92.84,5,2022-06-09,2022-06-22,thesis,-143.2,-0.23575897267039847
USO,84.72,73.67,8,2022-06-28,2022-07-06,thesis,-88.39999999999998,-0.13042965061378653
FAZ,276.79999,279.79999,2,2022-06-28,2022-07-15,trail,6.0,0.010838150680569036
TZA,442.5,379.39999,1,2022-06-28,2022-07-25,thesis,-63.10001,-0.14259889265536718
SPXS,259.60001,237.3,2,2022-06-28,2022-07-26,thesis,-44.60001999999997,-0.08590142196065398
LABU,182.0,229.0,3,2022-07-27,2022-08-09,trail,141.0,0.2582417582417582
NAIL,36.59,30.33,19,2022-08-05,2022-08-29,thesis,-118.9400000000001,-0.1710849959005194
PODD,257.059998,258.22,2,2022-08-02,2022-08-30,trail,0.3200040000000399,0.00451257297527885
HII,211.5,230.25999,3,2022-05-26,2022-08-31,trail,54.27996999999996,0.08869971631205664
HD,299.63,288.42001,2,2022-07-28,2022-08-31,thesis,-24.41998000000001,-0.037412775756766714
TXT,66.96,62.02,10,2022-08-25,2022-09-01,thesis,-51.399999999999906,-0.0737753882915172
UNG,120.48,122.84,5,2022-07-26,2022-09-02,trail,11.799999999999997,0.01958831341301459
BA,163.60001,151.82001,4,2022-08-24,2022-09-02,thesis,-49.120000000000005,-0.07200488557427354
KO,64.36,61.15,11,2022-08-24,2022-09-02,thesis,-37.31000000000001,-0.04987569919204471
TNA,48.62,37.8,14,2022-08-25,2022-09-02,thesis,-151.48000000000002,-0.22254216371863433
TECL,41.09,30.61,17,2022-08-25,2022-09-02,thesis,-178.16000000000008,-0.2550498904843028
GLW,36.86,32.79,19,2022-08-18,2022-09-06,thesis,-79.33000000000001,-0.11041779706999455
ODFL,151.655,129.89,4,2022-08-18,2022-09-08,thesis,-89.06000000000006,-0.14351653423889754
DFEN,18.17,16.11,39,2022-08-24,2022-09-08,thesis,-80.34000000000009,-0.11337369290038535
GPC,133.28999,157.94,5,2022-06-23,2022-09-13,trail,121.25005000000004,0.18493519280780202
BRO,66.57,62.76,10,2022-08-25,2022-09-13,thesis,-40.09999999999995,-0.05723298783235686
MCD,258.42001,254.33,2,2022-09-07,2022-09-13,thesis,-10.180019999999956,-0.015826986462851633
AON,290.95001,284.040009,2,2022-09-08,2022-09-13,thesis,-15.820002000000045,-0.023749787807190725
AMZN,133.27,126.82,5,2022-09-09,2022-09-13,thesis,-34.250000000000085,-0.04839798904479642
VRSK,192.039993,186.25,3,2022-09-09,2022-09-13,thesis,-19.36997900000003,-0.030149933404757023
PJT,71.76,69.72,9,2022-09-09,2022-09-13,thesis,-20.360000000000056,-0.028428093645485042
DPST,320.20001,290.10001,2,2022-09-12,2022-09-13,thesis,-60.200000000000045,-0.09400374472193185
NHI,59.99,62.18,11,2022-06-15,2022-09-15,thesis,22.089999999999975,0.03650608434739122
LABU,194.39999,184.60001,3,2022-09-08,2022-09-15,thesis,-29.399940000000015,-0.05041142234626661
ETN,143.24001,141.11,4,2022-09-08,2022-09-15,thesis,-10.520039999999995,-0.014870216778119505
WEC,106.44,101.29,6,2022-09-09,2022-09-16,thesis,-32.89999999999995,-0.048384066140548576
TEAM,266.32999,235.19,2,2022-08-25,2022-09-20,thesis,-64.27998000000002,-0.11692258164392233
EPAM,424.70999,386.91,1,2022-08-30,2022-09-20,thesis,-39.79998999999998,-0.08900188573383916
UNG,125.8,107.88,5,2022-09-14,2022-09-21,thesis,-89.60000000000001,-0.14244833068362484
URA,22.61,19.02,31,2022-08-25,2022-09-26,thesis,-111.28999999999999,-0.15877930119416184
HII,232.64999,226.86,2,2022-09-07,2022-09-26,thesis,-13.579979999999978,-0.024887127654722785
CVS,100.68,97.74,6,2022-09-07,2022-09-26,thesis,-19.64000000000007,-0.02920143027413602
QLYS,150.49001,140.92,4,2022-09-07,2022-09-26,thesis,-40.2800400000001,-0.06359232749070864
LPLA,211.14,216.47,3,2022-08-02,2022-09-29,thesis,13.990000000000038,0.025243913990717015
SPXS,252.0,247.3,2,2022-09-21,2022-10-04,trail,-9.399999999999977,-0.018650793650793585
SJM,139.56,137.59,4,2022-10-03,2022-10-07,thesis,-9.879999999999995,-0.014115792490684953
SPXS,256.79999,270.39999,2,2022-10-06,2022-10-13,trail,27.200000000000045,0.05295950361991841
SBUX,87.27,85.21,8,2022-08-03,2022-10-25,thesis,-18.480000000000018,-0.02360490431992668
FAZ,280.70001,221.60001,2,2022-09-23,2022-10-26,thesis,-118.20000000000005,-0.2105450584059474
SPXS,269.39999,221.8,2,2022-10-20,2022-10-28,thesis,-95.19997999999998,-0.17668890782067215
SPXS,254.7,244.0,2,2022-11-03,2022-11-04,thesis,-21.399999999999977,-0.04201020808794653
HII,252.080002,223.94,2,2022-10-24,2022-11-16,thesis,-58.28000400000002,-0.11163123522983787
DXCM,95.68,111.010002,6,2022-10-21,2022-11-22,trail,89.98001199999996,0.16022159280936443
LPLA,239.91,232.89,2,2022-11-29,2022-12-01,thesis,-16.04000000000002,-0.02926097286482432
GUSH,47.72,37.080002,13,2022-11-10,2022-12-06,thesis,-138.31997399999997,-0.22296726739312656
JNUG,34.0099983,33.89,18,2022-11-29,2022-12-15,trail,-2.15996939999998,-0.0035283241987106306
PJT,72.68,74.7,8,2022-10-28,2022-12-19,thesis,14.159999999999968,0.027793065492570213
MCD,272.51001,265.82999,2,2022-11-16,2022-12-19,thesis,-15.360040000000026,-0.024512934405602205
CVS,97.35,95.050003,6,2022-11-18,2022-12-19,thesis,-15.799981999999943,-0.02362606060606054
FAS,88.2,69.32,7,2022-11-30,2022-12-19,thesis,-132.16000000000008,-0.21405895691609989
